"PlantId","ProvenanceType","SuppliedAs","ReceivedYear","CalcFullName","CalcNameSort","TradeSeries","Trademark","TrademarkRegistered","LivingAccessionDonor","Collectors","FieldNumber","CollectionDay","CollectionMonth","CollectionYear","LocalityNotes","GardenLocalityName","GardenSubarea3","GardenSubarea5","GardenSubarea4","CalcRemainingPlantQuantity","GardenSubarea1","GardenSubarea2","GardenLayout","Annotate","GardenSequence","Latitude","Longitude","HazardCode","HazardNote","CommemorationCategory","CommemorationText","CommemorationDate","CommemorationPerson","Sponsor","CommemorationNotes","Inventnote","Invcomment","Comments","Quercus_tf"
"564-2009*19","z","plant",2009,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","Shaw, CB","s.n.",NA,NA,NA,"Chicago Region","Morton East Woods","East Woods","not labeled",NA,1,"C-115","19-72","","ND",99999,41.812291,-88.045513,"","","","","","","","","","","",TRUE
"179-95*1","w","plant",1995,"Quercus lyrata Walter","QUERCUSLYRATA",NA,"","","","Gates, G","s.n.",17,9,1993,"from Grand Tower","Quercus","north section","",NA,1,"K-105","06-04","","T",3860,41.81435,-88.049523,"","","","","","","","","","-- go southwest  --","Transplanted 12SEP2003 from I-15/31-95 to K-105/06-04.",TRUE
"3-2008*1","z","graft",2008,"Quercus × deamii Trel.","QUERCUSDEAMII",NA,"","","MORTON","Deam, CC","s.n.",28,9,1916,"near Bluffton","Quercus","south section","",NA,1,"J-95","65-22","","ND",1420,41.814147,-88.053117,"","","","","","","","","","","",TRUE
"173-2001*1","z","graft",2001,"Quercus dentata Thunb.","QUERCUSDENTATA",NA,"","","MORTON","Bretschneider, EV","684",25,11,1882,"near Peking","China","south section","",NA,1,"X-64","01-88","","ND",15310,41.817529,-88.0644,"","","","","","","","","","","",TRUE
"37-2014*3","w","seed",2014,"Quercus hemisphaerica W.Bartram ex Willd. [1]","QUERCUSHEMISPHAERICA1",NA,"","","DAWES ARB.","?","s.n.",1,10,2013,"","Quercus","","",NA,1,"L-104","50-25","","T",4300,41.814738,-88.04983,"","","","","","","","","","","",TRUE
"398-2009*1","z","plant",2009,"Quercus robur subsp. pedunculiflora (K.Koch) Menitsky","QUERCUSROBURPEDUNCULIFLORA",NA,"","","","?","s.n.",NA,NA,NA,"","Quercus","north section","",NA,1,"H-99","11-01","","ND",2280,41.813485,-88.051697,"","","","","","","","","","","",TRUE
"11-86*2","w","seed",1986,"Quercus stellata Wangenh.","QUERCUSSTELLATA",NA,"","","MORTON-RESEARCH","?","s.n.",NA,NA,NA,"","Fagaceae","north section","",NA,1,"L-15","17-47","","T",60,41.813822,-88.082362,"","","","","","","","","","","",TRUE
"53-2014*3","z","plant",2014,"Quercus oglethorpensis Duncan","QUERCUSOGLETHORPENSIS",NA,"","","WOODLANDERS","?","s.n.",NA,NA,NA,"","Rare & Endangered Plants","","",NA,1,"P-58","24-03","","ND",99999,41.815335,-88.066816,"","","","","","","","","","","",TRUE
"5-2018*4","w","seed",2018,"Quercus austrina Small","QUERCUSAUSTRINA",NA,"","","CITY OF COLUMBIA, PKS & REC.","Phelps, D","",NA,11,2017,"","Quercus","","",NA,1,"K-104","23-73","","",4260,41.81439326,-88.04963876,"","","","","","","","","","","",TRUE
"362-96*7","w","seed",1996,"Quercus marilandica Münchh. [1]","QUERCUSMARILANDICA1",NA,"","","MORTON","Sternberg, G","s.n.",NA,NA,NA,"","Quercus","north section","",NA,1,"M-102","11-70","","T",5040,41.814891,-88.050406,"","","","","","","","","","","",TRUE
"304-94*2","w","seed",1994,"Quercus alba L.","QUERCUSALBA",NA,"","","INT. OAK SOC.","Keiser, D","s.n.",NA,NA,NA,"on a farm","Quercus","north section","",NA,1,"L-102","74-14","","T",5120,41.814784,-88.050607,"","","","","","","","","","","Transplanted 11SEP2003 from I-15/72-78 to L-102/74-14.",TRUE
"3-2008*2","z","graft",2008,"Quercus × deamii Trel.","QUERCUSDEAMII",NA,"","","MORTON","Deam, CC","s.n.",28,9,1916,"near Bluffton","Quercus","south section","",NA,1,"K-94","15-67","","ND",920,41.814279,-88.053325,"","","","","","","","","","","",TRUE
"570-78*5","w","seed",1978,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Shaw, CB","NI-89",2,11,1978,"in campground north of the Kankakee River under spont. plants 1/2 mile west of the Kankakee Co. line","Fagaceae","north section","",NA,1,"L-13","05-84","","T",260,41.813774,-88.082958,"","","in memory of","In Memory of David L. Curtis","4/1/1996 12:39:00 PM","Curtis, David L.","","","","","",TRUE
"211-2011*10","z","plant",2011,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","Schulenberg Prairie & Savanna","",NA,1,"W-016","60-36","","ND",99999,41.816665,-88.093905,"","","","","","","","","","","",TRUE
"180-93*7","w","seed",1993,"Quercus robur L.","QUERCUSROBUR",NA,"","","1993 GORNO-ALTAI RUSSIA EXPED.","Linden, PJ van der","42-1 & 42-2",14,9,1993,"in the Main Botanical Garden of the Russian Academy of Sciences in Moscow","Quercus","north section","",NA,1,"N-98","59-59","","ND",7180,41.815259,-88.05193,"","","","","","","","","","","",TRUE
"564-2009*16","z","plant",2009,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","Shaw, CB","s.n.",NA,NA,NA,"Chicago Region","Morton East Woods","East Woods","not labeled",NA,1,"C-109","58-10","","ND",99999,41.812336,-88.047944,"","","","","","","","","","","",TRUE
"2175-29*7","g","plant",1929,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","NAPERVILLE N.","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"S-82","59-11","","T",8640,41.816477,-88.058031,"","","","","","","","","","","",TRUE
"180-93*10","w","seed",1993,"Quercus robur L.","QUERCUSROBUR",NA,"","","1993 GORNO-ALTAI RUSSIA EXPED.","Linden, PJ van der","42-1 & 42-2",14,9,1993,"in the Main Botanical Garden of the Russian Academy of Sciences in Moscow","Quercus","north section","",NA,1,"O-98","22-36","","ND",7200,41.815429,-88.052022,"","","","","","","","","","","",TRUE
"210-91*1","w","seed",1991,"Quercus × fernowii Trel.","QUERCUSFERNOWII",NA,"","","1991 MORTON IA-NE SD. EXPED.","","s.n.",16,9,1991,"in the Donnellson Unit of Shimek State Forest","Midwest","east section","",NA,1,"M-68","06-72","","T",5300,41.814562,-88.062858,"","","","","","","","","","","Transplanted 19SEP2003 from H-15/18-32 to M-68/06-72.",TRUE
"184-92*3","w","seed",1992,"Quercus imbricaria Michx.","QUERCUSIMBRICARIA",NA,"","","MORTON-STAFF","Linden, PJ van der","s.n.",14,9,1992,"from a cemetery along Regan Road west of Mokena","Midwest","east section","",NA,1,"M-68","80-25","","T",5500,41.814761,-88.06304,"","","","","","","","","","","Ball broken at planting time at J-16/28-58. Transplanted 15SEP2003 from J-16/28-58 to M-68/80-25.",TRUE
"286-97*2","w","seed",1997,"Quercus dalechampii Ten.","QUERCUSDALECHAMPII",NA,"","","STARHILL FOREST ARB.","?","s.n.",NA,NA,NA,"in Zemplen Mountains, Edobeluge Nord 3 km.","Quercus","north section","",NA,1,"K-101","50-54","","ND",5480,41.814438,-88.050811,"","","","","","","","","","","",TRUE
"2385-26*10","u","plant",1926,"Quercus alba L.","QUERCUSALBA",NA,"","","UNKNOWN","?","s.n.",NA,NA,NA,"","South Forestry Plot","south side","",NA,1,"L-83","09-20","","ND",5400,41.814431,-88.05754,"","","","","","","","","","","",TRUE
"548-82*10","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1501",22,9,1982,"in Oswego Township Cemetery","Fagaceae","south section","",NA,1,"J-14","33-58","","T",400,41.813309,-88.082666,"","","in memory of","In Memory of Dawn DeVries","","Dawn DeVries","","","","","",TRUE
"564-2009*6","z","plant",2009,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","Shaw, CB","s.n.",NA,NA,NA,"Chicago Region","Morton East Woods","East Woods","not labeled",NA,1,"A-108","19-01","","ND",99999,41.811671,-88.048314,"","","","","","","","","","","",TRUE
"839-79*2","g","seed",1979,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","MORTON-STAFF","?","s.n.",NA,NA,NA,"","Sargent's Glade","south section","",NA,1,"X-19","25-27","","T",1600,41.81717,-88.081119,"","","in memory of","Forever In Loving Memory of Candice Cayne Brien - Garcia
1970-2020
""Come climb up my trunk and swing from my branches and be happy.""
-Shel Silverstein","9/28/2020 3:27:17 PM","Brien - Garcia, Candice Cayne","Brien, Carol
Brien, Paige","","","","",TRUE
"2385-26*1","u","plant",1926,"Quercus alba L.","QUERCUSALBA",NA,"","","UNKNOWN","?","s.n.",NA,NA,NA,"","South Forestry Plot","south side","",NA,1,"K-82","22-96","","ND",5320,41.81419,-88.057617,"","","","","","","","","","","",TRUE
"467-85*1","w","plant",1985,"Quercus palustris Münchh. [1]","QUERCUSPALUSTRIS1",NA,"","","MORTON-STAFF","Schulenberg, RF","s.n.",7,10,1985,"from island in the Mississippi River","Midwest","west section","",NA,1,"N-58","78-66","","T",8760,41.81494,-88.066566,"","","in memory of","THE KRYCH LEGACY
             1434","6/9/2015 12:00:00 AM","Eugene & Florence Krych","Eugene & Florence Krych","","","","",TRUE
"540-96*4","w","seed",1996,"Quercus shumardii Buckley","QUERCUSSHUMARDII",NA,"","","MORTON-STAFF","Linden, PJ van der","96-13",28,10,1996,"at overlook along state highway 76 near Branson in Henning State Forest","Quercus","north section","",NA,1,"K-101","10-48","","T",5740,41.814328,-88.050828,"","","in honor of","In recognition of the Arboretum Tree Research Scientists
Carole and Peter E. Doris MD","7/9/2019 12:00:00 AM","Doris, Peter E., MD
Doris, Carole","","","","","",TRUE
"15-2006*2","w","seed",2006,"Quercus georgiana M.A.Curtis","QUERCUSGEORGIANA",NA,"","","STARHILL FOREST ARB.","Sternberg, G","s.n.",NA,NA,NA,"type locality","Rare & Endangered Plants","","",NA,1,"P-58","49-40","","ND",NA,41.815406,-88.066683,"","","","","","","","","","","",TRUE
"537-82*4","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1500",13,9,1982,"near Sauk Lake in Sauk Trail Forest Preserve","Lake Jopamaca","west side","",NA,1,"P-25","02-83","","T",3580,41.814975,-88.078613,"","","in honor of","In Celebration of Hank and Ginger Collsen's 50th Anniversary","","Collsen, Ginger
Collsen, Ginger","","","","","",TRUE
"548-82*7","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1501",22,9,1982,"in Oswego Township Cemetery","Sargent's Glade","south section","",NA,1,"W-19","56-82","","T",1780,41.816986,-88.080908,"","","in memory of","In memory of Joseph & Rose Slatin
Our fondest memories of times spent together in the beauty of nature.
With love from your children and grandchildren.","3/4/2019 12:00:00 AM","Slatin, Joseph
Slatin, Rose","","","","","",TRUE
"717-2017*1","w","seed",2017,"Quercus arkansana Sarg.","QUERCUSARKANSANA",NA,"","","2017 APGA-US FS Quercus oglethropensis COL. TRIP","Lobdell, MS","LAOG-14",10,10,2017,"Farmerville, along Pleasant Hill Road, just past intersection with Thomas Wade Road","Rare & Endangered Plants","","",NA,1,"P-58","55-33","","",99999,41.81542305,-88.06670848,"","","","","","","","","","","",TRUE
"755-79*1","w","seed",1979,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1220",19,9,1979,"along the northern edge of the Iroquois County Conservation Area","Midwest","southwest section","",NA,1,"K-58","19-34","","T",2200,41.813953,-88.066639,"","","in memory of","In Memory of Marty E. Lennon","","Marty E. Lennon","","","","","",TRUE
"2385-26*13","u","plant",1926,"Quercus alba L.","QUERCUSALBA",NA,"","","UNKNOWN","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"R-83","94-29","","ND",8220,41.81631,-88.057591,"","","","","","","","","","","",TRUE
"2175-29*12","g","plant",1929,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","NAPERVILLE N.","?","s.n.",NA,NA,NA,"","North Forestry Plot","south side","unlabeled section",NA,1,"S-82","87-33","","T",8740,41.816556,-88.057954,"","","","","","","","","","","",TRUE
"49-2002*4","w","seed",2002,"Quercus georgiana M.A.Curtis","QUERCUSGEORGIANA",NA,"","","STARHILL FOREST ARB.","?","s.n.",1,1,2001,"on Stone Mountain","Quercus","south section","",NA,1,"M-95","75-17","","T",1140,41.814997,-88.053173,"","","in honor of","To my grandsons:
You have to push boundaries
to achieve new knowledge.
Love,
Grandpa","8/16/2021 12:00:00 AM","Doris, Peter E., MD
Doris, Carole","","","","","",TRUE
"564-2009*12","z","plant",2009,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","Shaw, CB","s.n.",NA,NA,NA,"Chicago Region","Morton East Woods","East Woods","not labeled",NA,1,"B-109","11-10","","ND",99999,41.811933,-88.047926,"","","","","","","","","","","",TRUE
"527-2000*3","w","seed",2000,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","INT. OAK SOC.","Sternberg, G","s.n.",NA,NA,NA,"","Midwest","east section","",NA,1,"N-67","12-44","","T",5720,41.814841,-88.06334,"","","in memory of","In memory of Ann Marie Boyd
May 19, 1955 - Dec 26, 2021
A loving wife, mother, sister,
aunt, and friend.
Your bright personality, kindness,
and strength will always be with us.
May her memory be a blessing.
We love you.","6/20/2022 11:26:42 AM","Boyd, Ann Marie","Boyd, Robert - husband
Boyd, Nicole - daughter","","","","",TRUE
"704-46*5","w","seed",1946,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Nordine, RM","s.n.",NA,NA,NA,"site not noted","Meadow Lake","south side","",NA,1,"O-50","20-95","","T",3860,41.814984,-88.069397,"lightning protection","Hazard: lightning protection - 2 points, 16 arbor bolts, 1 ground rod at 8' installed 08 Oct 2013.","in honor of","In Honor of Laurence A. Carton
Arboretum Trustee 1954-2000","","Carton, Laurence A.","","Laurence Carton was a long time trustee and board member of the Arboretum","","","",TRUE
"65-92*1","w","plant",1992,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-RESEARCH","Konsis, K","s.n.",NA,NA,NA,"from a spontaneous tree in Forest Glen County Preserve near Westville","Quercus","south section","",NA,1,"H-100","31-65","","T",2680,41.813555,-88.051099,"","","","","","","","","","","",TRUE
"540-96*5","w","seed",1996,"Quercus shumardii Buckley","QUERCUSSHUMARDII",NA,"","","MORTON-STAFF","Linden, PJ van der","96-13",28,10,1996,"at overlook along state highway 76 near Branson in Henning State Forest","Eastern North America","Appalachia","north section",NA,1,"EE-74","41-21","","ND",7720,41.819645,-88.061071,"","","","","","","","","","","",TRUE
"12-2004*2","w","seed",2004,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","STARHILL FOREST ARB.","Sternberg, G","s.n.",NA,NA,NA,"","Quercus","north section","",NA,1,"O-95","17-57","","T",7480,41.81539,-88.053044,"","","","","","","","","","","",TRUE
"404-U*2","w","unknown",NA,"Quercus alba L.","QUERCUSALBA",NA,"","","NATIVE/SPONT.","","",NA,NA,NA,"woodlands/savanna","East Woods","King's Grove","",NA,1,"W-121","48-03","","T",99999,41.817899,-88.043803,"","","in honor of","In Honor Of
Edward A. and Gail D. Ryan","7/11/2022 12:00:00 AM","Ryan, Edward A (father)
Ryan, Gail D (mother)","Ryan, Andy (son)
Andrews, Rachel (daughter)","text center justified","","","",TRUE
"852-2005*5","w","seed",2005,"Quercus mongolica Fisch. ex Ledeb. [1]","QUERCUSMONGOLICA1",NA,"","","NACPEC 2005 GANSU EXPED.","","NACPEC 2005-001",18,9,2005,"at Xian Jia Wan","Quercus","south section","",NA,1,"K-95","10-60","","T",1380,41.814274,-88.052983,"","","","","","","","","","","",TRUE
"704-2006*1","w","seed",2006,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","INT. OAK SOC.","Leonard, D","s.n.",NA,NA,NA,"Lexington","Quercus","south section","",NA,1,"L-92","36-09","","ND",440,41.814587,-88.054285,"","","","","","","","","","","",TRUE
"537-82*2","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1500",13,9,1982,"near Sauk Lake in Sauk Trail Forest Preserve","Midwest","southwest section","",NA,1,"L-58","91-80","","T",860,41.814429,-88.066492,"","","in memory of","In Memory of Robert J. Ebl","","Robert J. Ebl","Ebl family","","","","",TRUE
"620-2008*2","w","seed",2008,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON-STAFF","Morton Volunteers","s.n.",20,9,2008,"Baker Woods Forest Preserve","Morton East Woods","East Woods","not labeled",NA,1,"W-82","37-49","","ND",99999,41.817517,-88.057938,"","","","","","","","","","","",TRUE
"704-46*11","w","seed",1946,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-STAFF","Nordine, RM","s.n.",NA,NA,NA,"site not noted","Rosaceae","","",NA,1,"B-66","55-92","","T",2840,41.811663,-88.063389,"","","available","","","","","","","-- go north --","",TRUE
"340-2002*2","w","seed",2002,"Quercus aliena Blume","QUERCUSALIENA",NA,"","","NACPEC 2002 SHANXI EXPED.","","NACPEC 2002-062",24,9,2002,"near Huang Sha Ling, Yang Cheng Xian","Quercus","north section","",NA,1,"L-98","84-48","","T",6680,41.814778,-88.051949,"","","","","","","","","","","",TRUE
"573-40*6","w","plant",1940,"Quercus palustris Münchh. [1]","QUERCUSPALUSTRIS1",NA,"","","U. KENTUCKY","?","s.n.",NA,NA,NA,"","Arbor Lake","west side","",NA,1,"AY-21","04-40","","T",4200,41.810277,-88.080027,"","","","","","","","","(next to service road)","Pin oak (north tree)                not in catalog     1 AY-21/area","",TRUE
"27-95*1","w","seed",1995,"Quercus hartwissiana Steven [1]","QUERCUSHARTWISSIANA1",NA,"","","ISTANBUL U.","?","s.n.",5,10,1994,"on the northwest Black Sea area near Yenice Cit dere","Europe","","",NA,1,"EE-34","66-04","","ND",4960,41.81934,-88.075797,"","","","","","","","","","","Transplanted 01APR2010 from II-73/80-96 to EE-34/66-04.",TRUE
"548-82*4","w","seed",1982,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1501",22,9,1982,"in Oswego Township Cemetery","Midwest","southwest section","",NA,1,"K-61","46-59","","T",4000,41.814057,-88.065452,"","","available","","","","","","","","",TRUE
"258-2004*2","w","seed",2004,"Quercus petraea subsp. iberica (Steven ex M.Bieb.) Krassiln. [1]","QUERCUSPETRAEAIBERICA1",NA,"","","NOVY DVUR ARB.","?","s.n.",4,11,2003,"in Jesenicke podhuri Mts. at Lhotka village, near Hranice na Morave","Quercus","south section","",NA,1,"K-96","64-56","","ND",1600,41.814431,-88.052638,"","","","","","","","","","","",TRUE
"211-2011*9","z","plant",2011,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","?","s.n.",NA,NA,NA,"","Morton Prairie Restoration","Schulenberg Prairie & Savanna","",NA,1,"W-014","12-28","","ND",99999,41.816552,-88.093195,"","","","","","","","","","","",TRUE
"21-2012*3","z","plant",2012,"Quercus robur subsp. pedunculiflora (K.Koch) Menitsky","QUERCUSROBURPEDUNCULIFLORA",NA,"","","USDA, ARS BELTSVILLE","?","AZB-2008-092",19,9,2008,"at Khudat","Quercus","north section","",NA,1,"J-104","64-63","","ND",3880,41.814231,-88.049668,"","","","","","","","","","","",TRUE
"20-2012*2","z","plant",2012,"Quercus petraea subsp. iberica (Steven ex M.Bieb.) Krassiln. [1]","QUERCUSPETRAEAIBERICA1",NA,"","","USDA, ARS BELTSVILLE","?","AZB-2008-096",21,9,2008,"near Shamakhi/Shemakha (Samaxi)","Quercus","north section","",NA,1,"H-100","95-29","","ND",2360,41.813728,-88.051238,"","","","","","","","","","","",TRUE
"619-2008*5","w","seed",2008,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON-STAFF","Morton Volunteers","s.n.",27,9,2008,"Baker Woods Forest Preserve","Morton East Woods","East Woods","not labeled",NA,1,"X-82","12-92","","ND",99999,41.817727,-88.05779,"","","","","","","","","","","",TRUE
"562-2010*1","w","seed",2010,"Quercus oglethorpensis Duncan","QUERCUSOGLETHORPENSIS",NA,"","","AUBURN U.","Patrick, T","s.n.",14,10,2010,"Monticello Glades, Oconee National Forest, located ca. 5 mi. sw. of Monticello behind the feldspar quarry along Feldspar Road.","Quercus","","",NA,1,"K-104","70-63","","ND",4380,41.814522,-88.04968,"","","","","","","","","","","",TRUE
"640-2008*8","w","seed",NA,"Quercus alba L.","QUERCUSALBA",NA,"","","MORTON-STAFF","Bachtell, KR","s.n.",1,4,2008,"McDowell Grove Forest Preserve, Naperville","Morton West Side","Prairie Visitor Station","unlabeled section",NA,1,"R-010","44-67","","ND",99999,41.81531,-88.091528,"","","","","","","","","","","",TRUE
"756-79*1","w","seed",1979,"Quercus rubra L.","QUERCUSRUBRA",NA,"","","MORTON-STAFF","Hedborn Jr, EA","1213",19,9,1979,"along the east side of Rock Creek north of IL-102 in Kankakee River State Park","Midwest","southwest section","",NA,1,"K-58","33-82","","T",2240,41.813996,-88.066465,"","","in memory of","In Memory of Edward F. Grube","","Edward F. Grube","","","","","",TRUE
"27-95*7","w","seed",1995,"Quercus hartwissiana Steven [1]","QUERCUSHARTWISSIANA1",NA,"","","ISTANBUL U.","?","s.n.",5,10,1994,"on the northwest Black Sea area near Yenice Cit dere","Europe","","",NA,1,"EE-34","46-39","","ND",4980,41.819289,-88.075666,"","","","","","","","","","","Transplanted 01APR2010 from JJ-74/02-17 to EE-34/46-39.",TRUE
"436-2004*1","w","plant",2004,"Quercus georgiana M.A.Curtis","QUERCUSGEORGIANA",NA,"","","HARVARD U. HERB.","?","s.n.",NA,NA,NA,"","Eastern North America","Appalachia","north section",NA,1,"BB-73","25-65","","ND",2260,41.818774,-88.06124,"","","","","","","","","","","",TRUE
"4-2008*1","z","graft",2008,"Quercus dentata Thunb.","QUERCUSDENTATA",NA,"","","MORTON","Bretschneider, EV","684",25,11,1882,"near Peking","Quercus","south section","",NA,1,"I-99","72-72","","ND",2160,41.813933,-88.051457,"","","","","","","","","","","",TRUE
"333-94*1","w","seed",1994,"Quercus mongolica Fisch. ex Ledeb. [1]","QUERCUSMONGOLICA1",NA,"","","NACPEC 1994 BEIJING EXPED.","","NACPEC BJG-027",14,9,1994,"at Yong Xiu Gou (Valley with Beautiful Clouds), Wuling Shan Preserve","Quercus","north section","",NA,1,"N-97","30-57","","T",7320,41.81517,-88.0523,"","","","","","","","","","","Transplanted from DD-34/61-94 to N-97/30-57 Sep. 2002.",TRUE
"696-2006*7","w","seed",2006,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","","Chmelir, G","s.n.",NA,NA,NA,"","Quercus","south section","",NA,1,"K-91","99-55","","ND",380,41.81448,-88.054478,"","","","","","","","","","","",TRUE
"16-2006*1","w","seed",2006,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","STARHILL FOREST ARB.","Sternberg, G","s.n.",NA,NA,NA,"site not noted","Visitor Center Parking","northwest median","",NA,1,"S-47","43-73","","T",16060,41.816114,-88.070629,"","","","","","","","","","-- manhole cover --","",TRUE
"463-84*5","w","seed",1984,"Quercus bicolor Willd.","QUERCUSBICOLOR",NA,"","","","?","s.n.",NA,NA,NA,"along the Des Plaines River near Willow Springs","Midwest","west section","",NA,1,"N-61","70-44","","T",7880,41.814944,-88.065546,"","","","","","","","","","","",TRUE
"530-2008*5","w","seed",2008,"Quercus aliena var. acutiserrata Maxim. ex Wenz.","QUERCUSALIENAACUTISERRATA",NA,"","","NACPEC 2008 SHAANXI EXPED.","","NACPEC 08-042",28,9,2008,"at Huang Hua Ling (Niu Bei Liang National Nature Reserve","Quercus","south section","",NA,1,"L-95","48-22","","T",2600,41.814649,-88.053139,"","","","","","","","","","","",TRUE
"540-96*2","w","seed",1996,"Quercus shumardii Buckley","QUERCUSSHUMARDII",NA,"","","MORTON-STAFF","Linden, PJ van der","96-13",28,10,1996,"at overlook along state highway 76 near Branson in Henning State Forest","Quercus","north section","",NA,1,"J-100","67-93","","T",5800,41.814205,-88.051025,"","","in memory of","Ann Duffield Eklund
08/19/1931-08/21/2020
Outstanding wife and mother; artist and teacher; feminist and pilot
Nolite te bastardes carborundorum","10/6/2020 12:00:00 AM","Eklund, Ann Duffield","Eklund, Elizabeth","","","","",TRUE
"10-2008*1","z","graft",2008,"Quercus shumardii var. schneckii (Britton) Sarg.","QUERCUSSHUMARDIISCHNECKII",NA,"","","MORTON","?","s.n.",NA,NA,NA,"","Quercus","south section","",NA,1,"J-93","60-86","","ND",680,41.814121,-88.053615,"","","","","","","","","","-- go north --","",TRUE
"564-2009*7","z","plant",2009,"Quercus alba L.","QUERCUSALBA",NA,"","","POSSIBILITY PL. N.","Shaw, CB","s.n.",NA,NA,NA,"Chicago Region","Morton East Woods","East Woods","not labeled",NA,1,"A-109","26-03","","ND",99999,41.8117,-88.047941,"","","","","","","","","","","",TRUE
"38-83*2","w","seed",1983,"Quercus macrocarpa Michx.","QUERCUSMACROCARPA",NA,"","","MINN. LANDSC. ARB.","?","s.n.",NA,NA,NA,"","Sargent's Glade","south section","",NA,1,"W-20","44-09","","T",1740,41.816956,-88.080808,"","","in memory of","Beautiful memories silently kept of a baby we love and will never forget.

Michael Francis Szelagowski
July 11th, 2014","3/28/2016 12:00:00 AM","Szelagowsk, Michael Francis","","","","","",TRUE
"544-2006*3","g","seed",2006,"Quercus × guadalupensis Sarg.","QUERCUSGUADALUPENSIS",NA,"","","","Chmelir, G","s.n.",NA,NA,NA,"in a parkway in Caldwell","Quercus","south section","",NA,1,"L-96","87-31","","ND",1340,41.814766,-88.052745,"","","","","","","","","","","",TRUE
"2385-26*7","u","plant",1926,"Quercus alba L.","QUERCUSALBA",NA,"","","UNKNOWN","?","s.n.",NA,NA,NA,"","South Forestry Plot","south side","",NA,1,"K-82","61-72","","ND",5360,41.814294,-88.05771,"","","","","","","","","","","",TRUE
"304-94*1","w","seed",1994,"Quercus alba L.","QUERCUSALBA",NA,"","","INT. OAK SOC.","Keiser, D","s.n.",NA,NA,NA,"on a farm","Quercus","north section","",NA,1,"L-102","64-47","","T",5100,41.81476,-88.050484,"","","","","","","","","","","Transplanted 11SEP2003 from I-15/17-69 to L-102/64-47.",TRUE
"437-2004*3","w","plant",2004,"Quercus ellipsoidalis E.J.Hill","QUERCUSELLIPSOIDALIS",NA,"","","HARVARD U. HERB.","?","s.n.",NA,NA,NA,"somewhere in the upper Midwest","Quercus","south section","",NA,1,"M-93","39-43","","ND",740,41.814882,-88.053807,"","","","","","","","","","","",TRUE
"65-92*2","w","plant",1992,"Quercus muehlenbergii Engelm.","QUERCUSMUEHLENBERGII",NA,"","","MORTON-RESEARCH","Konsis, K","s.n.",NA,NA,NA,"from a spontaneous tree in Forest Glen County Preserve near Westville","Quercus","south section","",NA,1,"I-100","08-89","","T",2560,41.813769,-88.05102,"","","","","","","","","","","",TRUE
"502-2000*1","w","seed",2000,"Quercus imbricaria Michx.","QUERCUSIMBRICARIA",NA,"","","","Lenart, ME","s.n.",NA,NA,NA,"","Midwest","east section","",NA,1,"M-68","68-72","","T",5420,41.814732,-88.062866,"","","available","","","","","","","","",TRUE
